Session ID;Probandennr.;Zeitstempel;;Aktion;;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:13:23.594+0100;2791;link;Link_Grundprinzip_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:13:26.563+0100;2969;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:13:27.283+0100;720;user_rating;C+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:13:29.159+0100;1876;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:13:48.925+0100;19766;link;Link_Grundprinzip_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:14:05.743+0100;16818;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:14:18.599+0100;12856;link;Link_Grundprinzip_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:14:22.435+0100;3836;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:14:34.845+0100;12410;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:14:35.387+0100;542;user_rating;C+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:14:37.379+0100;1992;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:14:44.951+0100;7572;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:14:46.859+0100;1908;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:14:47.409+0100;550;link;Link_Grundprinzip_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:15:10.625+0100;23216;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:15:45.268+0100;34643;link;Link_Quellen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:15:56.987+0100;11719;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:19:55.710+0100;238723;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:19:56.866+0100;1156;link;Link_Grundprinzip_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:20:00.537+0100;3671;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:21:21.540+0100;81003;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:21:22.167+0100;627;user_rating;C-;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:21:23.671+0100;1504;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:21:29.351+0100;5680;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:21:30.057+0100;706;user_rating;C+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:21:31.257+0100;1200;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:21:33.692+0100;2435;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:21:34.404+0100;712;user_rating;C+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:21:35.373+0100;969;link;Link_Anwendung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:22:26.191+0100;50818;link;Link_Theorie_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:22:27.857+0100;1666;link;Link_Orientierung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:22:29.901+0100;2044;link;Link_Grundprinzip_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:22:32.622+0100;2721;link;Link_Anwendung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:24:33.669+0100;121047;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:24:35.799+0100;2130;link;Link_Anwendung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:24:38.071+0100;2272;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:24:41.783+0100;3712;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:24:44.039+0100;2256;link;Link_Anwendung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:24:45.814+0100;1775;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:24:56.310+0100;10496;link;Link_Anwendung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:26:31.495+0100;95185;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:26:32.201+0100;706;user_rating;C+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:26:33.897+0100;1696;link;Link_FAQ_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:09.392+0100;35495;link;Link_Zusammenfassung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:30.957+0100;21565;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:31.617+0100;660;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:32.507+0100;890;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:40.377+0100;7870;link;Link_Zusammenfassung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:40.817+0100;440;link;Link_Wiederholungsfragen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:43.445+0100;2628;link;Link_Zusammenfassung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:45.119+0100;1674;link;Link_FAQ_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:47.586+0100;2467;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:48.181+0100;595;user_rating;C+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:49.251+0100;1070;link;Link_Zusammenfassung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:54.003+0100;4752;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:54.787+0100;784;user_rating;C+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:27:56.763+0100;1976;link;Link_Wiederholungsfragen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:29:00.615+0100;63852;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:29:01.723+0100;1108;link;Link_Raue_Oberflaechen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:29:14.112+0100;12389;link;Link_Wiederholungsfragen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:29:20.905+0100;6793;link;Link_Anwendung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:29:31.650+0100;10745;link;Link_Wiederholungsfragen_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:29:32.905+0100;1255;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:29:33.493+0100;588;user_rating;C+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:29:35.951+0100;2458;navigate;task;Formel;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:29:35.955+0100;4;booklet_switch;Kontaktwinkel;Formel;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:30:52.989+0100;77034;navigate;task;Begriffe;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:30:52.991+0100;2;booklet_switch;Kontaktwinkel;Begriffe;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:31:44.781+0100;51790;navigate;task;Reihenfolge;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:31:44.783+0100;2;booklet_switch;Kontaktwinkel;Reihenfolge;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:31:46.681+0100;1898;navigate;task;Begriffe;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:31:46.683+0100;2;booklet_switch;Kontaktwinkel;Begriffe;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:32:03.964+0100;17281;navigate;task;Reihenfolge;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:32:03.965+0100;1;booklet_switch;Kontaktwinkel;Reihenfolge;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:32:22.320+0100;18355;navigate;task;Lueckentext;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:32:22.322+0100;2;booklet_switch;Kontaktwinkel;Lueckentext;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:32:37.666+0100;15344;navigate;task;Hangman;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:32:37.667+0100;1;booklet_switch;Kontaktwinkel;Hangman;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:36:12.927+0100;215260;navigate;task;Quiz;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:36:12.930+0100;3;booklet_switch;Kontaktwinkel;Quiz;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:36:57.310+0100;44380;navigate;task;Quiz;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:36:57.312+0100;2;booklet_switch;Kontaktwinkel;Quiz;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:48:33.902+0100;696590;navigate;task;Theorie;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:48:33.905+0100;3;booklet_switch;Kontaktwinkel;Theorie;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:48:40.459+0100;6554;navigate;task;Lueckentext;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:48:40.461+0100;2;booklet_switch;Kontaktwinkel;Lueckentext;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:48:41.841+0100;1380;navigate;task;Reihenfolge;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:48:41.842+0100;1;booklet_switch;Kontaktwinkel;Reihenfolge;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:48:51.575+0100;9733;navigate;task;Formel;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:48:51.577+0100;2;booklet_switch;Kontaktwinkel;Formel;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:02.210+0100;10633;navigate;task;Formel;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:02.211+0100;1;booklet_switch;Kontaktwinkel;Formel;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:03.264+0100;1053;navigate;task;Theorie;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:03.265+0100;1;booklet_switch;Kontaktwinkel;Theorie;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:06.970+0100;3705;user_rating;C-;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:08.776+0100;1806;link;Link_Grundprinzip_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:14.946+0100;6170;user_rating;I-;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:15.684+0100;738;user_rating;C-;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:18.358+0100;2674;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:20.056+0100;1698;link;Link_Grundprinzip_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:22.999+0100;2943;user_rating;I+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:23.558+0100;559;user_rating;C+;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:35.998+0100;12440;navigate;task;Formel;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:36.001+0100;3;booklet_switch;Kontaktwinkel;Formel;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:44.981+0100;8980;navigate;task;Theorie;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:44.984+0100;3;booklet_switch;Kontaktwinkel;Theorie;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:49.616+0100;4632;navigate;task;Formel;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:49.617+0100;1;booklet_switch;Kontaktwinkel;Formel;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:54.802+0100;5185;navigate;task;Begriffe;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:54.803+0100;1;booklet_switch;Kontaktwinkel;Begriffe;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:55.607+0100;804;navigate;task;Formel;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:55.611+0100;4;booklet_switch;Kontaktwinkel;Formel;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:58.453+0100;2842;navigate;task;Theorie;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:49:58.455+0100;2;booklet_switch;Kontaktwinkel;Theorie;false
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:50:04.174+0100;5719;user_rating;C-;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:50:05.862+0100;1688;link;Link_Berechnung_xpage;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:50:06.993+0100;1131;user_rating;C-;;
f1c6204d-80c4-43fd-936d-be5ad6e398a2;User602;2019-01-08T10:50:08.194+0100;1201;user_rating;C+;;
