Session ID;Probandennr.;Zeitstempel;;Aktion;;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:40:24.588+0100;25525;link;Link_Theorie_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:40:24.589+0100;1;chapter_switch;Theorie;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:40:26.350+0100;1761;link;Link_Grundprinzip_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:40:26.352+0100;2;chapter_switch;Grundprinzip;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:40:39.053+0100;12701;link;Link_Anwendung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:40:39.054+0100;1;chapter_switch;Anwendung;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:41:12.366+0100;33312;link;Link_Berechnung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:41:12.367+0100;1;chapter_switch;Berechnung;true;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:41:21.463+0100;9096;link;Link_Anwendung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:41:21.463+0100;0;chapter_switch;Anwendung;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:45:42.554+0100;261091;link;Link_Berechnung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:45:42.555+0100;1;chapter_switch;Berechnung;true;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:45:46.090+0100;3535;link;Link_Raue_Oberflaechen_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:45:46.091+0100;1;chapter_switch;Raue_Oberflaechen;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:45:49.571+0100;3480;user_rating;C+;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:45:51.720+0100;2149;link;Link_FAQ_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:45:51.721+0100;1;chapter_switch;FAQ;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:48:09.029+0100;137308;user_rating;I-;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:48:10.081+0100;1052;user_rating;C+;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:48:10.567+0100;486;recommend;[Kontaktwinkel.Theorie.Link_Berechnung_xpage];[Kontaktwinkel.Theorie.Link_Wiederholungsfragen_xpage];
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:48:12.500+0100;1933;link;Link_Zusammenfassung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:48:12.502+0100;2;chapter_switch;Zusammenfassung;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:49:10.870+0100;58368;navigate;task;Formel;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:49:10.880+0100;10;booklet_switch;Kontaktwinkel;Formel;false
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:49:13.431+0100;2551;navigate;task;Theorie;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:49:13.432+0100;1;booklet_switch;Kontaktwinkel;Theorie;true
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:49:13.432+0100;0;chapter_switch;Wiederholungsfragen;true;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:49:14.760+0100;1328;link;Link_Wiederholungsfragen_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:49:36.097+0100;21337;link;Link_Grundprinzip_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:49:36.099+0100;2;chapter_switch;Grundprinzip;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:50:05.101+0100;29002;link;Link_Wiederholungsfragen_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:50:05.102+0100;1;chapter_switch;Wiederholungsfragen;true;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:50:23.341+0100;18239;link;Link_Berechnung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:50:23.344+0100;3;chapter_switch;Berechnung;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:50:34.185+0100;10841;link;Link_Raue_Oberflaechen_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:50:34.187+0100;2;chapter_switch;Raue_Oberflaechen;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:50:47.049+0100;12862;link;Link_Wiederholungsfragen_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:50:47.050+0100;1;chapter_switch;Wiederholungsfragen;true;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:51:16.450+0100;29400;link;Link_Anwendung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:51:16.451+0100;1;chapter_switch;Anwendung;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:51:43.124+0100;26673;link;Link_Wiederholungsfragen_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:51:43.125+0100;1;chapter_switch;Wiederholungsfragen;true;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:51:44.989+0100;1864;user_rating;I+;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:51:45.895+0100;906;user_rating;C+;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:51:46.111+0100;216;recommend;[Kontaktwinkel.Theorie.Link_Wiederholungsfragen_xpage];[Kontaktwinkel.Formel.];
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:51:46.922+0100;811;navigate;task;Formel;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:51:46.928+0100;6;booklet_switch;Kontaktwinkel;Formel;true
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:53:35.073+0100;108145;navigate;task;Begriffe;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:53:35.075+0100;2;booklet_switch;Kontaktwinkel;Begriffe;false
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:54:30.540+0100;55465;navigate;task;Reihenfolge;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:54:30.542+0100;2;booklet_switch;Kontaktwinkel;Reihenfolge;false
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:55:25.685+0100;55143;navigate;task;Lueckentext;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:55:25.687+0100;2;booklet_switch;Kontaktwinkel;Lueckentext;false
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:55:58.563+0100;32876;navigate;task;Hangman;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T13:55:58.565+0100;2;booklet_switch;Kontaktwinkel;Hangman;false
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:00:16.164+0100;257599;navigate;task;Lueckentext;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:00:16.166+0100;2;booklet_switch;Kontaktwinkel;Lueckentext;false
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:01:06.895+0100;50729;navigate;task;Hangman;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:01:06.896+0100;1;booklet_switch;Kontaktwinkel;Hangman;false
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:01:10.546+0100;3650;navigate;task;Quiz;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:01:10.549+0100;3;booklet_switch;Kontaktwinkel;Quiz;false
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:02:26.204+0100;75655;navigate;task;Theorie;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:02:26.207+0100;3;booklet_switch;Kontaktwinkel;Theorie;false
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:02:35.125+0100;8918;link;Link_Quellen_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:02:35.128+0100;3;chapter_switch;Quellen;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:02:42.853+0100;7725;link;Link_Wiederholungsfragen_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:02:42.855+0100;2;chapter_switch;Wiederholungsfragen;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:02:45.469+0100;2614;link;Link_Zusammenfassung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:02:45.470+0100;1;chapter_switch;Zusammenfassung;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:03:05.671+0100;20201;link;Link_Berechnung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:03:05.673+0100;2;chapter_switch;Berechnung;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:03:06.831+0100;1158;link;Link_Raue_Oberflaechen_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:03:06.833+0100;2;chapter_switch;Raue_Oberflaechen;false;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:03:07.952+0100;1119;link;Link_Anwendung_xpage;;
a1fa9eb9-efe0-4a76-9808-e8474bd3c2cf;user606;2019-01-09T14:03:07.953+0100;1;chapter_switch;Anwendung;false;
